   SAO	 m(phot)	 m(vis)	 dup&var	 RA(deg)	 DEC(deg)	 RAchange(deg/yr)	 DECchange(deg/yr)
 19847	 99.90	 5.40		 0	 331.25223511	 62.78570307	 0.00000966	 0.00001611
 19849	 99.90	 5.20		 2	 331.28718096	 62.27990549	 0.00000168	 0.00000000
 19922	 99.90	 5.50		 2	 332.66234834	 70.13269481	 -0.00004914	 0.00000806
 19932	 99.90	 5.50		 0	 333.00811074	 60.75937179	 -0.00000462	 0.00000528
 19991	 99.90	 6.00		 0	 334.55319454	 62.80448922	 0.00002814	 0.00000417
 20042	 99.90	 6.00		 0	 335.75109502	 62.42005274	 -0.00000294	 0.00001111
 20075	 99.90	 5.70		 0	 336.77260809	 65.13234825	 0.00000210	 -0.00000083
 20150	 99.90	 6.00		 2	 338.26223357	 69.91356931	 0.00009408	 0.00001889
 20190	 99.90	 5.20		 0	 339.66280878	 63.58443918	 -0.00000210	 -0.00000722
 20268	 99.90	 3.70		 0	 342.42023103	 66.20043764	 -0.00004494	 -0.00003472
 20398	 99.90	 5.50		 0	 345.88723197	 67.20931011	 0.00001680	 0.00000333
 20554	 99.90	 4.90		 2	 349.65657942	 68.11160781	 0.00004410	 0.00000444
 20614	 99.90	 5.20		 0	 351.20950473	 62.28284477	 0.00000630	 -0.00000333
 20838	 99.90	 5.90		 0	 356.65301482	 66.78233780	 0.00000294	 0.00000028
 20853	 99.90	 5.00		 0	 356.97823609	 67.80684343	 0.00001008	 -0.00000056
 20869	 99.90	 5.60		 2	 357.20916109	 62.21453041	 -0.00000294	 -0.00000028
 21009	 99.90	 5.70		 0	 0.40381278	 61.22302201	 -0.00000378	 0.00000139
 21133	 99.90	 2.40		 0	 2.29466356	 59.14974083	 0.00028812	 -0.00005083
 21366	 99.90	 5.40		 2	 6.06518958	 52.01994086	 0.00000630	 -0.00000111
 21381	 99.90	 5.70		 0	 6.27671879	 53.04676353	 0.00001134	 -0.00000167
 21457	 99.90	 5.90		 2	 7.58296105	 59.97737694	 0.00000924	 -0.00000333
 21486	 99.90	 5.70		 0	 7.92167376	 52.83936362	 -0.00002436	 -0.00000556
 21489	 99.90	 4.90		 2	 7.94338200	 54.52229711	 0.00002184	 -0.00000278
 21551	 99.90	 5.10		 0	 9.03454498	 54.16851101	 0.00001008	 0.00000000
 21566	 99.90	 3.70		 0	 9.24290746	 53.89692491	 0.00000924	 -0.00000278
 21609	 99.90	 2.50		 0	 10.12694098	 56.53736174	 0.00002730	 -0.00000889
 21637	 99.90	 4.90		 0	 10.51624932	 50.51254050	 0.00000630	 -0.00000167
 21677	 99.90	 5.50		 2	 11.32169133	 55.22155854	 -0.00001218	 0.00000056
 21729	 99.90	 5.00		 0	 12.20858792	 50.96829593	 0.00001554	 -0.00000167
 21732	 99.90	 3.60		 2	 12.27517079	 57.81591236	 0.00057834	 -0.00014694
 21832	 99.90	 5.00		 2	 13.75052561	 58.97269337	 -0.00001764	 -0.00001194
 21855	 99.90	 4.80		 0	 14.16592188	 59.18105986	 -0.00005040	 -0.00001278
 22024	 99.90	 5.30		 0	 17.06817302	 54.92046968	 0.00166530	 -0.00044221
 22032	 99.90	 5.70		 0	 17.13896026	 58.26366529	 0.00000420	 -0.00000139
 22070	 99.90	 4.50		 0	 17.77576870	 55.14984196	 0.00011214	 -0.00000611
 22191	 99.90	 5.30		 2	 20.02045715	 58.23160714	 0.00000000	 -0.00000056
 22268	 99.90	 2.80		 0	 21.45411609	 60.23527450	 0.00016926	 -0.00001444
 22389	 99.90	 6.00		 0	 23.35743730	 58.32752375	 0.00000588	 0.00000056
 22397	 99.90	 4.90		 0	 23.48304173	 59.23207661	 -0.00002058	 -0.00000583
 22456	 99.90	 5.70		 0	 24.53070460	 57.97764294	 -0.00000588	 -0.00000250
 22554	 99.90	 4.20		 0	 25.91519687	 50.68872394	 0.00001176	 -0.00000417
 22678	 99.90	 5.90		 0	 27.73800144	 51.93329356	 0.00001848	 -0.00003333
 22690	 99.90	 5.50		 0	 27.99758923	 55.14743898	 0.00001008	 -0.00000194
 22696	 99.90	 5.60		 0	 28.03889779	 50.79285733	 0.00000630	 -0.00000722
 22859	 99.90	 5.00		 0	 30.57546937	 54.48759992	 0.00001680	 -0.00000028
 22959	 99.90	 5.90		 0	 32.16855731	 58.42374861	 -0.00000588	 0.00000083
 23047	 99.90	 5.40		 0	 33.40143688	 51.06587927	 0.00015414	 -0.00004722
 23256	 99.90	 5.20		 2	 35.58917960	 55.84575045	 -0.00000084	 0.00000000
 23319	 99.90	 4.90		 0	 36.40587966	 50.27865159	 0.00001050	 -0.00000389
 23555	 99.90	 5.70		 0	 40.76198136	 55.10596140	 0.00001806	 -0.00000667
 23655	 99.90	 4.00		 0	 42.67428999	 55.89550039	 0.00000924	 -0.00000417
 23685	 99.90	 4.10		 0	 43.56441978	 52.76252708	 0.00000000	 -0.00000111
 23763	 99.90	 5.40		 2	 45.21749528	 52.35171849	 0.00001302	 -0.00000722
 23789	 99.90	 3.10		 0	 46.19913334	 53.50647466	 -0.00000042	 -0.00000139
 23791	 99.90	 5.10		 0	 46.38506222	 56.70589276	 -0.00000840	 0.00002028
 23903	 99.90	 5.90		 2	 48.94981761	 57.14079252	 -0.00000168	 0.00000083
 23914	 99.90	 5.30		 0	 49.05064676	 50.93779336	 -0.00000336	 -0.00000444
 23944	 99.90	 5.30		 0	 49.65754679	 50.22216252	 0.00001260	 -0.00000722
 24054	 99.90	 4.40		 0	 52.26732292	 59.94028249	 -0.00000042	 -0.00000139
 24061	 99.90	 4.80		 0	 52.47856451	 58.87875977	 0.00000294	 -0.00000056
 24064	 99.90	 5.00		 2	 52.50090186	 55.45194495	 -0.00002268	 -0.00000250
 24099	 99.90	 5.80		 0	 53.41242303	 54.97479470	 -0.00002310	 -0.00000139
 24169	 99.90	 6.00		 2	 55.67779067	 59.96940767	 -0.00000294	 0.00000056
 24215	 99.90	 6.00		 0	 56.88401623	 55.92255604	 0.00001554	 -0.00000417
 24231	 99.90	 5.90		 2	 57.07630781	 50.73664328	 0.00000630	 -0.00000167
 24276	 99.90	 5.80		 0	 58.43037086	 57.97512651	 0.00004368	 -0.00002694
 24314	 99.90	 5.50		 0	 59.15205443	 50.69536280	 0.00004032	 -0.00003611
 24384	 99.90	 5.10		 0	 61.11315502	 59.15554604	 -0.00000168	 0.00000000
 24412	 99.90	 4.30		 0	 61.64596356	 50.35127918	 -0.00000672	 -0.00001000
 24512	 99.90	 5.10		 0	 64.17969385	 53.61180554	 -0.00000630	 -0.00000028
 24514	 99.90	 5.80		 0	 64.28401861	 57.86055152	 0.00001596	 -0.00000944
 24531	 99.90	 4.60		 0	 64.56102719	 50.29558479	 0.00002058	 -0.00001500
 24544	 99.90	 5.50		 0	 65.04814405	 50.92102403	 0.00000210	 -0.00000111
 24563	 99.90	 5.90		 0	 65.46590262	 56.50659505	 -0.00000714	 0.00000417
 24671	 99.90	 5.90		 2	 68.00752025	 53.91087185	 -0.00000168	 -0.00000056
 24672	 99.90	 5.90		 0	 68.00761192	 53.91086956	 -0.00000084	 -0.00000056
 24743	 99.90	 5.30		 2	 69.97797896	 53.07962439	 -0.00000126	 -0.00000361
 24744	 99.90	 5.40		 2	 69.99208748	 53.47314684	 0.00002184	 -0.00002555
 24829	 99.90	 5.40		 0	 72.00120882	 56.75724526	 0.00002646	 -0.00004083
 24904	 99.90	 5.60		 2	 73.76302660	 55.25916693	 -0.00000630	 -0.00000194
 24919	 99.90	 5.80		 0	 74.02961822	 52.86959689	 -0.00000126	 0.00000222
 24929	 99.90	 4.40		 2	 74.32160965	 53.75214129	 -0.00001134	 0.00000194
 25001	 99.90	 5.30		 0	 76.53530680	 58.97239027	 -0.00000294	 -0.00000222
 25019	 99.90	 5.00		 2	 76.66927297	 51.59774873	 -0.00001386	 -0.00004778
 25161	 99.90	 5.30		 0	 80.86508738	 57.54435376	 -0.00001638	 -0.00001556
 25276	 99.90	 6.00		 0	 84.14688824	 54.42909747	 -0.00000126	 0.00000139
 25447	 99.90	 5.30		 0	 88.74082366	 59.88834385	 -0.00000084	 -0.00000556
 25450	 99.90	 4.90		 0	 88.71156499	 55.70705336	 -0.00000630	 0.00000611
 25502	 99.90	 3.90		 0	 89.88182368	 54.28470804	 0.00003864	 -0.00003500
 25597	 99.90	 5.40		 0	 92.49626197	 58.93583784	 0.00001302	 0.00000639
 25665	 99.90	 4.40		 0	 94.90585460	 59.01095722	 -0.00000378	 0.00000694
 25678	 99.90	 6.00		 2	 95.51522179	 59.37226282	 -0.00000042	 0.00000111
 25681	 99.90	 5.40		 0	 95.44253405	 53.45211641	 0.00001302	 -0.00002555
 25731	 99.90	 5.80		 4	 96.60794265	 56.28511756	 -0.00001134	 0.00000583
 25733	 99.90	 5.50		 2	 96.70376358	 58.41722090	 -0.00000252	 -0.00000250
 25771	 99.90	 6.00		 0	 97.69653077	 58.16276223	 -0.00001344	 -0.00009305
 25842	 99.90	 5.80		 0	 99.41043149	 56.85765386	 0.00000000	 0.00000333
 25939	 99.90	 4.90		 2	 101.55892373	 59.44180445	 -0.00001260	 -0.00000056
 25947	 99.90	 5.50		 0	 101.70660709	 57.16919519	 0.00001050	 -0.00001056
 26012	 99.90	 5.40		 2	 103.27110787	 59.44864614	 -0.00000336	 -0.00001083
 26051	 99.90	 4.50		 1	 104.31894549	 58.42265426	 -0.00000252	 -0.00003750
 26223	 99.90	 5.70		 0	 108.34745960	 51.42874045	 0.00000210	 0.00000389
 26248	 99.90	 5.30		 0	 108.97870175	 59.63755211	 -0.00005334	 -0.00007139
 26260	 99.90	 6.00		 0	 109.39057261	 52.13090449	 -0.00000084	 -0.00000694
 26312	 99.90	 5.60		 0	 110.71693944	 55.28144755	 -0.00000126	 -0.00000806
 26333	 99.90	 5.90		 0	 111.23838164	 51.88725181	 0.00000630	 -0.00000972
 26423	 99.90	 6.00		 0	 114.19582009	 55.75517553	 -0.00000756	 -0.00000972
 26474	 99.90	 5.00		 0	 115.75173281	 58.71043216	 -0.00002016	 -0.00001389
 26488	 99.90	 5.30		 0	 116.01729139	 50.43368200	 -0.00000504	 -0.00000806
 26535	 99.90	 6.00		 0	 117.77378352	 54.12915567	 -0.00001974	 0.00001417
 26618	 99.90	 5.80		 0	 120.33640120	 59.04741568	 0.00000924	 0.00000889
 26687	 99.90	 4.90		 0	 122.11433972	 51.50668222	 -0.00002688	 -0.00000111
 26701	 99.90	 6.00		 0	 122.51569795	 58.24821548	 -0.00001218	 -0.00002083
 26732	 99.90	 5.90		 0	 123.45919419	 56.45231759	 -0.00000882	 -0.00000861
 26756	 99.90	 5.50		 0	 124.46018218	 59.57115487	 -0.00000042	 0.00000083
 26784	 99.90	 5.90		 0	 125.10882793	 57.74322634	 0.00003192	 0.00000389
 26819	 99.90	 5.60		 0	 125.95233269	 53.21960777	 -0.00001176	 -0.00002833
 26935	 99.90	 5.70		 0	 129.59242138	 53.40141651	 -0.00003654	 -0.00000472
 26946	 99.90	 6.00		 0	 129.82344206	 52.71166044	 -0.00001344	 -0.00000778
 27105	 99.90	 5.70		 0	 136.00164015	 54.28389157	 -0.00000210	 0.00000111
 27136	 99.90	 4.50		 0	 137.21784091	 51.60456006	 -0.00006090	 -0.00000944
 27185	 99.90	 5.50		 0	 138.95790805	 56.74128724	 -0.00000798	 -0.00000861
 27191	 99.90	 4.90		 0	 139.04741211	 54.02187215	 0.00002604	 0.00001722
 27219	 99.90	 6.00		 0	 140.43042100	 56.69927566	 -0.00000420	 -0.00000194
 27289	 99.90	 3.30		 0	 143.21427610	 51.67734921	 -0.00043050	 -0.00014777
 27298	 99.90	 4.60		 0	 143.70613075	 52.05149365	 -0.00002940	 -0.00000972
 27377	 99.90	 5.40		 0	 146.63206912	 57.12805681	 0.00000210	 0.00000944
 27401	 99.90	 3.90		 0	 147.74745276	 59.03876860	 -0.00015918	 -0.00004194
 27408	 99.90	 4.50		 2	 148.02653602	 54.06435527	 -0.00000168	 0.00000583
 27430	 99.90	 5.30		 0	 148.92916144	 49.81993741	 -0.00000210	 0.00000667
 27438	 99.90	 6.00		 0	 149.30672816	 57.41822336	 0.00001638	 -0.00001639
 27464	 99.90	 5.70		 0	 149.96534510	 56.81177883	 -0.00001512	 -0.00000806
 27503	 99.90	 5.70		 0	 151.15142889	 53.89176084	 -0.00001050	 -0.00000083
 27670	 99.90	 4.80		 0	 157.65663131	 55.98058923	 -0.00008862	 -0.00000833
 27695	 99.90	 5.20		 0	 158.79048196	 57.08267337	 0.00003486	 0.00001083
 27724	 99.90	 5.70		 0	 159.77329056	 53.66832727	 -0.00004578	 -0.00002139
 27748	 99.90	 5.80		 0	 160.93063650	 57.19919814	 0.00000882	 -0.00001472
 27791	 99.90	 5.80		 0	 162.79627484	 56.58222321	 -0.00002940	 0.00000111
 27793	 99.90	 5.70		 0	 162.84889588	 59.31997410	 -0.00001638	 -0.00001472
 27815	 99.90	 5.40		 0	 163.39343745	 54.58513341	 -0.00003318	 -0.00000222
 27876	 99.90	 2.40		 0	 165.46043443	 56.38240067	 0.00004200	 0.00000917
 28017	 99.90	 5.90		 0	 171.48815714	 55.85044469	 -0.00003318	 0.00001333
 28064	 99.90	 5.80		 0	 173.77052444	 54.78530316	 0.00000378	 0.00000139
 28081	 99.90	 6.00		 0	 174.47075819	 50.61792065	 -0.00002352	 -0.00000944
 28142	 99.90	 5.40		 0	 176.73177135	 55.62816964	 0.00000630	 -0.00000889
 28179	 99.90	 2.50		 0	 178.45770992	 53.69478303	 0.00004494	 0.00000333
 28191	 99.90	 5.90		 0	 178.99343482	 56.59859262	 0.00000336	 0.00000028
 28315	 99.90	 3.40		 0	 183.85660721	 57.03261747	 0.00005376	 0.00000250
 28327	 99.90	 6.00		 0	 184.37312025	 53.19121598	 0.00001596	 -0.00001278
 28346	 99.90	 5.70		 0	 185.21173711	 57.86402880	 0.00002184	 -0.00002028
 28366	 99.90	 5.00		 0	 186.00618291	 51.56232389	 0.00000504	 0.00000417
 28375	 99.90	 6.00		 0	 186.26347886	 56.77765632	 -0.00000714	 -0.00000500
 28394	 99.90	 5.80		 0	 186.89623363	 55.71275887	 -0.00001260	 -0.00000278
 28405	 99.90	 5.40		 0	 187.48893347	 58.40580127	 -0.00003318	 0.00002555
 28444	 99.90	 5.50		 4	 189.09725121	 59.48687390	 -0.00001386	 -0.00000306
 28553	 99.90	 1.70		 0	 193.50739030	 55.95989514	 0.00005628	 -0.00000139
 28572	 99.90	 6.00		 2	 194.07329003	 54.09940827	 -0.00003696	 0.00000028
 28601	 99.90	 4.90		 2	 195.18263641	 56.36644780	 0.00005754	 -0.00000250
 28737	 99.90	 2.40		 0	 200.98153000	 54.92540572	 0.00005964	 -0.00000556
 28738	 99.90	 4.00		 2	 200.98513849	 54.92173649	 0.00005796	 -0.00000778
 28751	 99.90	 4.00		 0	 201.30631354	 54.98811712	 0.00005796	 -0.00000444
 28803	 99.90	 5.50		 0	 203.53047691	 55.34854208	 -0.00001092	 -0.00000056
 28832	 99.90	 5.30		 0	 204.87671048	 52.92133271	 -0.00006594	 0.00001667
 28843	 99.90	 4.80		 0	 205.18440268	 54.68175819	 -0.00001092	 -0.00000167
 28866	 99.90	 5.80		 0	 205.97802800	 52.06444365	 -0.00001176	 -0.00000083
 28885	 99.90	 5.50		 0	 206.64862378	 54.43280279	 -0.00000924	 0.00000028
 28928	 99.90	 5.60		 0	 208.46259563	 53.72873595	 -0.00001428	 -0.00000083
 28989	 99.90	 6.00		 0	 210.74893353	 50.97187405	 -0.00000924	 0.00000000
 29046	 99.90	 4.60		 2	 213.37101795	 51.79017152	 0.00002856	 -0.00000056
 29071	 99.90	 4.90		 0	 214.04143095	 51.36727924	 -0.00006720	 0.00002555
 29137	 99.90	 4.10		 0	 216.29924414	 51.85080480	 -0.00010668	 -0.00011027
 29165	 99.90	 5.60		 0	 217.15760283	 49.84482040	 -0.00013230	 -0.00001278
 29191	 99.90	 6.00		 0	 218.12900729	 55.39791731	 0.00000294	 -0.00000417
 29227	 99.90	 5.50		 0	 219.56333258	 54.02340825	 0.00000672	 -0.00000444
 29315	 99.90	 5.70		 0	 222.86007562	 59.29400191	 -0.00006804	 0.00003861
 29407	 99.90	 5.20		 0	 226.56967271	 54.55636404	 0.00002268	 0.00000417
 29487	 99.90	 5.50		 0	 230.02154470	 51.95853236	 0.00000504	 0.00000361
 29520	 99.90	 3.50		 0	 231.23240778	 58.96605164	 -0.00000504	 0.00000444
 29583	 99.90	 6.00		 0	 233.81786299	 53.92192765	 -0.00000546	 -0.00000111
 29588	 99.90	 5.70		 0	 233.98800459	 54.63051111	 -0.00001722	 -0.00000278
 29597	 99.90	 6.00		 0	 234.38337139	 54.50891109	 -0.00001806	 -0.00000417
 29600	 99.90	 5.90		 0	 234.64301705	 50.42322609	 0.00000210	 -0.00001056
 29628	 99.90	 5.50		 0	 235.71171321	 52.36097978	 -0.00002856	 0.00000889
 29655	 99.90	 5.90		 0	 236.64505950	 55.47474754	 -0.00006174	 0.00002111
 29668	 99.90	 5.80		 2	 236.90820994	 55.37677000	 0.00000504	 0.00000278
 29698	 99.90	 5.90		 0	 238.06932251	 55.82680616	 -0.00001050	 0.00001611
 29727	 99.90	 5.00		 0	 239.44764803	 54.74981414	 -0.00007350	 0.00003055
 29737	 99.90	 5.90		 0	 239.76781925	 49.88104567	 0.00000378	 -0.00001472
 29765	 99.90	 4.10		 0	 240.47228200	 58.56529846	 -0.00017262	 0.00009333
 29874	 99.90	 5.60		 0	 244.31414587	 59.75499360	 0.00000420	 0.00000694
 29931	 99.90	 5.70		 0	 246.10565490	 55.20513642	 0.00000588	 0.00000639
 30012	 99.90	 5.60		 2	 249.04780168	 52.90016592	 -0.00000420	 0.00000917
 30013	 99.90	 5.60		 2	 249.05734716	 52.92446048	 -0.00000420	 0.00000750
 30026	 99.90	 5.40		 0	 249.50212644	 56.01568119	 0.00000042	 0.00001972
 30076	 99.90	 4.90		 0	 251.32423143	 56.78192027	 0.00000924	 0.00001833
 30239	 99.90	 5.10		 2	 256.33241261	 54.47038883	 -0.00003528	 0.00002361
 30354	 99.90	 6.00		 0	 260.43924320	 53.42035792	 0.00000966	 -0.00000028
 30429	 99.90	 3.00		 0	 262.60824791	 52.30142710	 -0.00000714	 0.00000389
 30447	 99.90	 5.00		 0	 263.04400653	 55.18432544	 0.00007140	 0.00001611
 30450	 99.90	 5.00		 0	 263.06680224	 55.17296139	 0.00007224	 0.00001583
 30538	 99.90	 5.70		 0	 265.99703664	 53.80180529	 0.00001008	 -0.00000417
 30591	 99.90	 5.20		 0	 267.26785806	 50.78105956	 -0.00002226	 0.00005833
 30631	 99.90	 3.90		 0	 268.38223330	 56.87266192	 0.00004746	 0.00002194
 30653	 99.90	 2.40		 0	 269.15165860	 51.48897953	 -0.00000294	 -0.00000528
 30784	 99.90	 5.90		 0	 272.63216015	 54.28674720	 0.00005460	 0.00007055
 30949	 99.90	 4.90		 0	 275.97736970	 58.80067075	 -0.00002100	 0.00001667
 31039	 99.90	 5.00		 0	 278.14362420	 57.04572618	 -0.00000294	 -0.00000111
 31051	 99.90	 5.40		 2	 278.48642440	 52.35371296	 -0.00000084	 0.00000222
 31093	 99.90	 5.90		 0	 279.96998742	 52.19623831	 0.00000168	 0.00000778
 31119	 99.90	 5.10		 0	 280.65817529	 55.53949752	 -0.00000126	 0.00000667
 31165	 99.90	 5.80		 0	 281.67961731	 52.98803820	 0.00000504	 -0.00000028
 31217	 99.90	 5.60		 0	 282.89575505	 52.97506872	 -0.00002100	 0.00007528
 31218	 99.90	 4.90		 0	 282.80037587	 59.38839617	 0.00004284	 0.00000750
 31219	 99.90	 4.80		 2	 282.80076778	 59.38841565	 0.00004452	 0.00000750
 31241	 99.90	 5.00		 0	 283.30669714	 50.70821253	 0.00000210	 -0.00000694
 31284	 99.90	 5.70		 0	 284.18749344	 57.81478478	 -0.00001764	 -0.00001861
 31311	 99.90	 5.20		 0	 285.05778112	 50.53345117	 0.00001008	 0.00000111
 31323	 99.90	 5.50		 0	 285.18081869	 55.65835594	 -0.00000798	 -0.00000167
 31371	 99.90	 5.40		 0	 286.22998558	 53.39675263	 -0.00000126	 0.00000694
 31413	 99.90	 5.90		 0	 287.10752748	 52.42556590	 -0.00004536	 -0.00001639
 31468	 99.90	 5.20		 0	 287.91913222	 56.85918710	 0.00001974	 0.00001278
 31497	 99.90	 5.30		 0	 288.48012801	 57.70502608	 -0.00000546	 -0.00001944
 31537	 99.90	 4.00		 0	 289.27574493	 53.36850809	 0.00002772	 0.00003472
 31673	 99.90	 5.70		 0	 291.85812508	 52.32051290	 -0.00000672	 -0.00000667
 31702	 99.90	 3.90		 0	 292.42660026	 51.72979894	 0.00000966	 0.00003583
 31737	 99.90	 5.70		 0	 292.83071327	 50.30672883	 -0.00001260	 0.00001333
 31782	 99.90	 5.60		 0	 293.58259688	 51.23657377	 0.00001428	 -0.00005278
 31815	 99.90	 4.60		 0	 294.11036740	 50.22100113	 -0.00000924	 0.00007083
 31822	 99.90	 5.60		 4	 294.20587606	 50.19982919	 -0.00000042	 -0.00000222
 31850	 99.90	 5.90		 0	 294.67188458	 54.97393927	 0.00001932	 0.00004667
 32042	 99.90	 5.20		 0	 297.65728969	 52.98806341	 -0.00000420	 -0.00001861
 32085	 99.90	 5.00		 0	 298.32266065	 57.52365967	 0.00000462	 0.00000361
 32093	 99.90	 6.00		 0	 298.39773591	 59.70876850	 0.00002394	 0.00001694
 32114	 99.90	 4.80		 0	 298.90749837	 52.43896853	 -0.00001680	 -0.00000833
 32122	 99.90	 5.10		 0	 298.98079001	 58.84600720	 -0.00000462	 -0.00000556
 32170	 99.90	 6.00		 0	 299.81427831	 52.05577136	 0.00000672	 0.00000167
 32286	 99.90	 5.70		 0	 301.55795796	 53.16584139	 0.00010122	 0.00007222
 32378	 99.90	 4.30		 0	 303.34962512	 56.56775889	 0.00003276	 0.00002305
 32455	 99.90	 6.00		 2	 304.60341307	 55.39730882	 -0.00000294	 -0.00000639
 32627	 99.90	 5.90		 0	 307.36303892	 56.06844776	 0.00000252	 0.00000361
 32809	 99.90	 5.40		 2	 310.55278606	 50.34010420	 0.00000126	 0.00000139
 32862	 99.90	 4.60		 0	 311.33811152	 57.57979294	 -0.00003318	 -0.00006528
 33004	 99.90	 5.80		 2	 314.10611230	 50.72857087	 0.00001554	 -0.00000528
 33034	 99.90	 5.50		 2	 314.62554571	 50.46214311	 0.00000588	 0.00000278
 33048	 99.90	 5.80		 0	 314.85562501	 59.43850765	 0.00002310	 0.00000278
 33078	 99.90	 5.70		 2	 315.53794179	 56.66987834	 0.00000798	 0.00000111
 33185	 99.90	 5.70		 0	 317.56516746	 53.56325823	 0.00001218	 0.00000028
 33210	 99.90	 5.60		 1	 317.95112228	 59.98650760	 0.00000000	 -0.00000139
 33281	 99.90	 6.00		 0	 319.25832653	 53.99753060	 0.00001512	 0.00000917
 33318	 99.90	 5.80		 2	 319.81593957	 58.62356256	 0.00000252	 -0.00000028
 33434	 99.90	 6.00		 0	 321.68751891	 52.89869399	 0.00000798	 0.00000222
 33540	 99.90	 6.00		 0	 323.61473648	 51.69847131	 0.00000294	 0.00000000
 33626	 99.90	 6.00		 0	 324.74019960	 57.48907077	 -0.00000084	 -0.00000111
 33665	 99.90	 4.80		 0	 325.52369560	 51.18973216	 0.00000168	 0.00000028
 33693	 99.90	 4.00		 7	 325.87695400	 58.78004884	 0.00000168	 -0.00000083
 33819	 99.90	 5.50		 2	 328.00420496	 55.79682556	 0.00000630	 0.00000083
 33864	 99.90	 6.00		 0	 328.72145097	 56.61125385	 -0.00000294	 -0.00000083
 33985	 99.90	 5.70		 0	 330.46062258	 52.88228275	 0.00000210	 0.00000083
 33990	 99.90	 5.50		 0	 330.51918462	 58.00045412	 -0.00000126	 0.00000000
 34137	 99.90	 3.60		 0	 332.71381487	 58.20125126	 0.00000798	 0.00000111
 34143	 99.90	 5.40		 2	 332.79143177	 50.82334901	 0.00006090	 0.00001111
 34149	 99.90	 5.20		 0	 332.87806474	 59.41452936	 0.00000168	 -0.00000306
 34151	 99.90	 5.40		 0	 332.95276471	 56.83928139	 0.00011886	 0.00003472
 34227	 99.90	 4.20		 0	 333.75841127	 57.04355123	 0.00023016	 0.00001333
 34256	 99.90	 6.00		 0	 334.11047792	 57.22028700	 0.00002226	 0.00000167
 34395	 99.90	 4.60		 0	 335.89019948	 52.22904360	 -0.00000630	 -0.00005194
 34508	 99.90	 4.00		 4	 337.29284994	 58.41516513	 0.00000756	 0.00000000
 34542	 99.90	 3.90		 0	 337.82301256	 50.28254312	 0.00006006	 0.00000528
 34574	 99.90	 5.80		 0	 338.41919198	 56.62493666	 0.00003696	 0.00001306
 34628	 99.90	 4.80		 0	 339.34346720	 51.54521020	 -0.00002436	 -0.00002805
 34651	 99.90	 5.50		 2	 339.65804635	 56.79573715	 0.00002688	 -0.00000806
 34858	 99.90	 5.60		 0	 342.44281818	 55.90292249	 0.00004158	 0.00001194
 35039	 99.90	 5.50		 0	 345.02136925	 56.94563443	 -0.00000168	 0.00000167
 35147	 99.90	 4.90		 0	 346.65371170	 59.41987104	 0.00000504	 0.00000028
 35186	 99.90	 5.60		 2	 347.43385761	 59.33294644	 -0.00000168	 0.00000250
 35236	 99.90	 5.60		 0	 348.32084931	 57.16842628	 0.00107142	 0.00008222
 35285	 99.90	 5.60		 0	 349.17650421	 53.21343300	 0.00005334	 -0.00006611
 35361	 99.90	 5.90		 0	 350.63551311	 60.13342434	 0.00000252	 -0.00000139
 35478	 99.90	 4.90		 4	 352.50831342	 58.54898749	 0.00001092	 0.00000139
 35642	 99.90	 5.30		 0	 354.78493511	 50.47167942	 -0.00000672	 -0.00000139
 35761	 99.90	 5.80		 0	 356.75805693	 57.45143717	 0.00000126	 -0.00000083
 35763	 99.90	 5.10		 0	 356.76482757	 58.65194059	 0.00003402	 0.00001500
 35879	 99.90	 4.80		 4	 358.59616979	 57.49947339	 -0.00000084	 0.00000000
 35899	 99.90	 6.00		 0	 358.89074526	 57.41210646	 -0.00000378	 -0.00000083
 35917	 99.90	 5.70		 0	 359.28544113	 55.70575331	 -0.00000924	 -0.00000306
 35938	 99.90	 4.80		 4	 359.60361215	 51.38856291	 0.00003570	 0.00000250
 35947	 99.90	 4.90		 2	 359.75234518	 55.75494233	 0.00000462	 -0.00000111
 36037	 99.90	 6.00		 2	 1.15300464	 42.09227639	 0.00000210	 -0.00000611
 36123	 99.90	 5.10		 0	 2.58025104	 46.07228617	 0.00000336	 0.00000000
 36173	 99.90	 5.70		 0	 3.37868462	 41.03544218	 -0.00004326	 -0.00004028
 36221	 99.90	 6.00		 2	 4.08993463	 43.59484328	 0.00001680	 -0.00000833
 36236	 99.90	 5.80		 0	 4.28804747	 47.94795585	 0.00000546	 0.00000444
 36256	 99.90	 6.00		 2	 4.67551432	 43.79112952	 0.00000798	 -0.00000083
 36390	 99.90	 5.20		 0	 7.05731505	 44.39451044	 0.00003780	 -0.00000306
 36509	 99.90	 5.40		 0	 9.19400722	 44.48862968	 -0.00000924	 0.00000917
 36550	 99.90	 5.70		 2	 9.79123686	 49.35443711	 0.00000336	 -0.00000306
 36602	 99.90	 5.00		 0	 10.86714141	 47.02466956	 -0.00000840	 -0.00000944
